大カテゴリー,中カテゴリー,メニュータイトル,データ参照先,タイルレイヤー名,データ種別,legendType,Tippecanoeオプション,fill,stroke,stroke-width,marker-color,marker-symbol,アイコン作成説明列,fill-pattern,title,minzoom,maxzoom,printzoom,ダウンロードコード,テストTippecannoeコード
防災,洪水浸水想定区域(計画規模),大津谷川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-otsutanigawa_flood-planned-20250122/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtb3RzdXRhbmlnYXdhX2Zsb29kLXBsYW5uZWQtMjAyNTAxMjJ8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1vdHN1dGFuaWdhd2FfZmxvb2QtcGxhbm5lZC0yMDI1MDEyMi0wMUpKNVREWkFYQVcyMktRNEdWVkhOTTQ4USPJeHao4Q6wyWn0IEPkPECr5W-lDwzRh1n7dcRP_rd19Q&key=bb4125ebc1ba442da48d3556f1fe13f5,大津谷川_洪水浸水想定区域（計画規模）,datapng,浸水深,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""大津谷川_洪水浸水想定区域（計画規模）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),全域,https://tileserver.geolonia.com/yaizu-smartmap-all_flood-duration/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtYWxsX2Zsb29kLWR1cmF0aW9ufGFkbWluLXVwbG9hZHMveWFpenUtc21hcnRtYXAtYWxsX2Zsb29kLWR1cmF0aW9uLTAxSkZDMjM2TkNFOEE4WlY1RlpXUTFUNjdQI72n4lnDlqr_qS3dvbGif0AlepOAnvK3E1Vx_MjVLXsc&key=bb4125ebc1ba442da48d3556f1fe13f5,焼津市全域_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""焼津市全域_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),大井川（一級河川）,https://tileserver.geolonia.com/yaizu-smartmap-ooigawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtb29pZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZHxhZG1pbi11cGxvYWRzL3lhaXp1LXNtYXJ0bWFwLW9vaWdhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWQtMDFKRkMyM0tRRTBOOE02RlJaWlBYWTdNVEsjb6TUQ42ra-hBJK2eSP06FX90ArT2yTi5_X9jzEWntEw&key=bb4125ebc1ba442da48d3556f1fe13f5,大井川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""大井川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),朝比奈川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-asahinagawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtYXNhaGluYWdhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWR8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1hc2FoaW5hZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZC0wMUpGQzIzQUtEQkFQUkpXMkNKSE45Q0pWNCOv1qiFcrLRZll0zMjGPpeTcM-NM60iPJiH7OxfIPrruw&key=bb4125ebc1ba442da48d3556f1fe13f5,朝比奈川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""朝比奈川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),葉梨川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-hanashigawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtaGFuYXNoaWdhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWR8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1oYW5hc2hpZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZC0wMUpGQzIzRFJBTVYzWFRDUlY0WVJCUUVIUyOyqbE2vnFeS_9BZw94HXS20jBUsE7o_rmOXEyGSp0CYA&key=bb4125ebc1ba442da48d3556f1fe13f5,葉梨川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""葉梨川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),瀬戸川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-setogawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtc2V0b2dhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWR8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1zZXRvZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZC0wMUpGQzIzVDFETjRKNDZSSENUNkc3VlBGMSM4etkawiLQc6u4jK6mqi1X2xklmi7fEC1D6aIWymyDbA&key=bb4125ebc1ba442da48d3556f1fe13f5,瀬戸川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""瀬戸川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),木屋川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-koyagawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAta295YWdhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWR8YWRtaW4tdXBsb2Fkcy95YWl6dS1zbWFydG1hcC1rb3lhZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZC0wMUpGQzIzR1ZZWEFDQzg4MUg3QjlLV1lFOCOfdwjLULNhmI_ow4g0dWNl2dx8qQUUG8aFUeQo_0hXDQ&key=bb4125ebc1ba442da48d3556f1fe13f5,木屋川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""木屋川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),栃山川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-tochiyamagawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtdG9jaGl5YW1hZ2F3YV9mbG9vZC1kdXJhdGlvbl9tb2RpZmllZHxhZG1pbi11cGxvYWRzL3lhaXp1LXNtYXJ0bWFwLXRvY2hpeWFtYWdhd2FfZmxvb2QtZHVyYXRpb25fbW9kaWZpZWQtMDFKRkMyM1pWWVE3MEowUzdaNTZHWkNKRFojC5eX3JK7qasK2odfocPvh5KVdzgW8GfTWFIWWxO0-OY&key=bb4125ebc1ba442da48d3556f1fe13f5,栃山川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""栃山川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),志太田中川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-shidatanakagawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtc2hpZGF0YW5ha2FnYXdhX2Zsb29kLWR1cmF0aW9uX21vZGlmaWVkfGFkbWluLXVwbG9hZHMveWFpenUtc21hcnRtYXAtc2hpZGF0YW5ha2FnYXdhX2Zsb29kLWR1cmF0aW9uX21vZGlmaWVkLTAxSkZDMjNYNFlBNDZLMlQxTVdGMVFWODJaI8I_8TmmNT2ZBas2uO_iuv708Hw-rSmd9df6Iy_TRMzO&key=bb4125ebc1ba442da48d3556f1fe13f5,志太田中川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""志太田中川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,洪水浸水想定区域(浸水継続時間),大津谷川（二級河川）,https://tileserver.geolonia.com/yaizu-smartmap-otsutanigawa_flood-duration_modified/tiles/{z}/{x}/{y}.png?v=eWFpenUtc21hcnRtYXAtb3RzdXRhbmlnYXdhX2Zsb29kLWR1cmF0aW9uX21vZGlmaWVkfGFkbWluLXVwbG9hZHMveWFpenUtc21hcnRtYXAtb3RzdXRhbmlnYXdhX2Zsb29kLWR1cmF0aW9uX21vZGlmaWVkLTAxSkZDMjNRNENHRURIR1FLNEtGU1lLMzZBI7KZF6uvKMllQBtCXF86Bop_8GzzniSe6NN1Rp0RaowV&key=bb4125ebc1ba442da48d3556f1fe13f5,大津谷川_洪水浸水想定区域（浸水継続時間）,datapng,浸水継続時間,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,,,,,,,,,,,,"tippecanoe -o ""output.mbtiles"" -l ""大津谷川_洪水浸水想定区域（浸水継続時間）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（氾濫流）,大井川（一級河川）,https://yaizu-smartcity.jp/%E5%A4%A7%E4%BA%95%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B0%BE%E6%BF%AB%E6%B5%81%EF%BC%89/data.geojson,大井川_家屋倒壊等氾濫想定（氾濫流）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#C891FF,,,#C891FF,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%A4%A7%E4%BA%95%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B0%BE%E6%BF%AB%E6%B5%81%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大井川_家屋倒壊等氾濫想定（氾濫流）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,大井川（一級河川）,https://yaizu-smartcity.jp/%E5%A4%A7%E4%BA%95%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,大井川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%A4%A7%E4%BA%95%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大井川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,朝比奈川（二級河川）,https://yaizu-smartcity.jp/%E6%9C%9D%E6%AF%94%E5%A5%88%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,朝比奈川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%9C%9D%E6%AF%94%E5%A5%88%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""朝比奈川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,葉梨川（二級河川）,https://yaizu-smartcity.jp/%E8%91%89%E6%A2%A8%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,葉梨川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E8%91%89%E6%A2%A8%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""葉梨川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,瀬戸川（二級河川）,https://yaizu-smartcity.jp/%E7%80%AC%E6%88%B8%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,瀬戸川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E7%80%AC%E6%88%B8%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""瀬戸川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,木屋川（二級河川）,https://yaizu-smartcity.jp/%E6%9C%A8%E5%B1%8B%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,木屋川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%9C%A8%E5%B1%8B%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""木屋川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,栃山川（二級河川）,https://yaizu-smartcity.jp/%E6%A0%83%E5%B1%B1%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,栃山川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%A0%83%E5%B1%B1%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""栃山川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,志太田中川（二級河川）,https://yaizu-smartcity.jp/%E5%BF%97%E5%A4%AA%E7%94%B0%E4%B8%AD%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,志太田中川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%BF%97%E5%A4%AA%E7%94%B0%E4%B8%AD%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""志太田中川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,家屋倒壊等氾濫想定区域（河岸侵食）,大津谷川（二級河川）,https://yaizu-smartcity.jp/%E5%A4%A7%E6%B4%A5%E8%B0%B7%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson,大津谷川_家屋倒壊等氾濫想定（河岸侵食）,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#CFEEFF,#51A2FF,,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%A4%A7%E6%B4%A5%E8%B0%B7%E5%B7%9D_%E5%AE%B6%E5%B1%8B%E5%80%92%E5%A3%8A%E7%AD%89%E6%B0%BE%E6%BF%AB%E6%83%B3%E5%AE%9A%EF%BC%88%E6%B2%B3%E5%B2%B8%E4%BE%B5%E9%A3%9F%EF%BC%89/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""大津谷川_家屋倒壊等氾濫想定（河岸侵食）""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,,内水浸水想定区域(公共下水道区域内),https://yaizu-smartcity.jp/%E5%86%85%E6%B0%B4%E6%B5%B8%E6%B0%B4%E6%83%B3%E5%AE%9A%E5%8C%BA%E5%9F%9F(%E5%85%AC%E5%85%B1%E4%B8%8B%E6%B0%B4%E9%81%93%E5%8C%BA%E5%9F%9F%E5%86%85)/data.geojson,内水浸水想定区域(公共下水道区域内),geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,,"rgba(0,0,0,0)",,,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E5%86%85%E6%B0%B4%E6%B5%B8%E6%B0%B4%E6%83%B3%E5%AE%9A%E5%8C%BA%E5%9F%9F(%E5%85%AC%E5%85%B1%E4%B8%8B%E6%B0%B4%E9%81%93%E5%8C%BA%E5%9F%9F%E5%86%85)/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""内水浸水想定区域(公共下水道区域内)""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,統合（平成9年～令和5年）,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E7%B5%B1%E5%90%88/data.geojson,浸水履歴_統合,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E7%B5%B1%E5%90%88/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_統合""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,令和4年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E4%BB%A4%E5%92%8C4%E5%B9%B4/data.geojson,浸水履歴_令和4年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E4%BB%A4%E5%92%8C4%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_令和4年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,令和元年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E4%BB%A4%E5%92%8C%E5%85%83%E5%B9%B4/data.geojson,浸水履歴_令和元年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E4%BB%A4%E5%92%8C%E5%85%83%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_令和元年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成29年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9029%E5%B9%B4/data.geojson,浸水履歴_平成29年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9029%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成29年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成26年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9026%E5%B9%B4/data.geojson,浸水履歴_平成26年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9026%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成26年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
防災,浸水履歴（平成9年～令和5年）,平成25年,https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9025%E5%B9%B4/data.geojson,浸水履歴_平成25年,geojson,,--force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14,#4169e1,,,#4169e1,,,,,,,,curl -X GET -o data.geojson 'https://yaizu-smartcity.jp/%E6%B5%B8%E6%B0%B4%E5%B1%A5%E6%AD%B4_%E5%B9%B3%E6%88%9025%E5%B9%B4/data.geojson',"tippecanoe -o ""output.mbtiles"" -l ""浸水履歴_平成25年""  data.geojson --force --no-feature-limit --no-tile-size-limit --no-tile-stats -r1 -Z 9 -z 14"
